Company,TypeName,Ram,Weight,Touchscreen,Price,Ips,ppi,Cpu_brand,HDD,SSD,Gpu_brand,os
Asus,Gaming,8,2.3,0,6758,1,141.211998082198,Intel Core i5,0,128,Nvidia,Windows
Dell,Notebook,8,1.93,0,5611,0,141.211998082198,Intel Core i7,0,256,Nvidia,Windows
Dell,Notebook,8,2.2,0,3268,0,141.211998082198,Intel Core i5,0,256,AMD,Windows
HP,Notebook,4,1.86,0,1635,0,141.211998082198,Other Intel Processor,0,256,Intel,Windows
HP,Gaming,12,2.62,0,7373,0,127.335674571231,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Notebook,8,1.87,0,3521,1,157.350512148735,Intel Core i7,0,256,Nvidia,Windows
Dell,Ultrabook,8,1.2,1,5734,0,276.053530085501,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,4,1.6,0,3016,0,157.350512148735,Intel Core i3,0,128,Intel,Windows
HP,Ultrabook,8,1.34,0,4693,1,276.053530085501,Intel Core i7,0,256,Intel,Windows
Acer,Gaming,8,2.4,0,3271,0,141.211998082198,Intel Core i5,1000,0,Nvidia,Others/No OS/Linux
Asus,Notebook,4,2.0,0,1430,0,100.454669861136,AMD Processor,500,0,AMD,Windows
HP,Notebook,4,2.1,0,2891,0,141.211998082198,Intel Core i3,0,128,Intel,Windows
Lenovo,Notebook,4,1.87,0,3217,0,157.350512148735,Intel Core i5,500,0,Intel,Windows
Lenovo,Notebook,4,2.15,0,1895,0,141.211998082198,Intel Core i5,1000,0,Intel,Others/No OS/Linux
HP,Notebook,4,1.86,0,1627,0,141.211998082198,Intel Core i3,500,0,Intel,Windows
Lenovo,Notebook,8,1.99,0,7086,1,141.211998082198,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,4,2.2,0,2045,0,141.211998082198,Intel Core i3,0,128,Intel,Windows
Dell,Notebook,8,1.9,0,4578,0,141.211998082198,Intel Core i5,0,256,Intel,Windows
Dell,Gaming,16,4.42,0,11062,1,127.335674571231,Intel Core i7,0,256,Nvidia,Windows
HP,Notebook,8,2.65,0,2230,0,106.113062142692,Intel Core i3,1000,0,Intel,Windows
HP,Notebook,8,2.63,0,5246,0,127.335674571231,Intel Core i7,1000,0,Nvidia,Windows
Asus,Notebook,4,2.0,0,918,0,100.454669861136,Other Intel Processor,500,0,Intel,Others/No OS/Linux
Mediacom,Notebook,4,1.35,0,1045,1,165.6321180513,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,6,2.8,0,3889,0,106.113062142692,Intel Core i7,0,128,Nvidia,Windows
HP,Notebook,6,1.91,0,2332,1,141.211998082198,AMD Processor,0,128,AMD,Windows
Dell,Notebook,4,2.18,0,2532,0,100.454669861136,Intel Core i3,1000,0,AMD,Windows
Acer,2 in 1 Convertible,4,1.25,1,1430,1,189.905790524336,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,4,2.05,0,2582,0,141.211998082198,Intel Core i3,0,128,Intel,Windows
HP,Ultrabook,16,1.16,1,8053,1,276.053530085501,Other Intel Processor,0,512,Intel,Windows
Lenovo,Notebook,8,3.4,0,12291,1,127.335674571231,Intel Core i7,0,256,Nvidia,Windows
Asus,Notebook,8,2.5,0,3439,0,141.211998082198,Intel Core i5,0,128,Nvidia,Windows
Dell,Ultrabook,8,1.21,1,6553,1,331.264236102601,Intel Core i5,0,128,Intel,Windows
Dell,Notebook,4,1.93,0,3930,0,100.454669861136,Intel Core i5,500,0,Intel,Windows
Fujitsu,Notebook,8,2.2,0,3029,0,100.454669861136,Intel Core i5,1000,0,Intel,Windows
Lenovo,Notebook,4,2.2,0,1410,0,141.211998082198,Other Intel Processor,500,0,Intel,Windows
Lenovo,Notebook,4,2.02,0,4057,0,111.935203559552,Intel Core i5,500,0,Intel,Windows
HP,Workstation,8,3.14,0,7627,0,106.113062142692,Intel Core i5,500,0,Nvidia,Windows
HP,Notebook,8,1.94,0,1594,0,111.935203559552,Other Intel Processor,2000,0,Intel,Windows
HP,Notebook,6,1.95,0,2660,1,141.211998082198,AMD Processor,0,256,AMD,Windows
Lenovo,Notebook,8,2.3,0,3402,0,141.211998082198,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.05,0,2807,0,141.211998082198,Intel Core i5,500,0,Intel,Windows
Mediacom,Notebook,4,1.4,0,1021,0,157.350512148735,Other Intel Processor,0,32,Intel,Windows
Toshiba,Ultrabook,16,1.24,1,7644,0,157.350512148735,Intel Core i7,0,512,Intel,Windows
Lenovo,Gaming,32,4.6,0,10914,1,127.335674571231,Intel Core i7,0,256,Nvidia,Windows
MSI,Gaming,16,4.14,0,11185,0,127.335674571231,Intel Core i7,0,512,Nvidia,Windows
Dell,Notebook,8,2.2,0,3070,0,141.211998082198,Intel Core i7,0,256,AMD,Others/No OS/Linux
Mediacom,Notebook,4,1.45,0,1594,1,157.350512148735,Other Intel Processor,0,32,Intel,Windows
Dell,Notebook,8,1.9,0,4133,0,100.454669861136,Intel Core i5,500,0,Intel,Windows
HP,Notebook,4,1.49,0,2947,0,165.6321180513,Intel Core i3,0,128,Intel,Windows
Dell,Notebook,16,1.93,0,6301,0,141.211998082198,Intel Core i7,0,256,Nvidia,Windows
Dell,Netbook,4,1.26,0,1209,0,135.094211192562,Other Intel Processor,0,0,Intel,Others/No OS/Linux
MSI,Gaming,16,4.5,0,9627,0,127.335674571231,Intel Core i7,0,128,Nvidia,Windows
HP,Gaming,16,3.78,0,6139,1,127.335674571231,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Ultrabook,12,1.4,0,6857,1,157.350512148735,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,12,2.2,1,2496,0,100.454669861136,Intel Core i7,1000,0,Intel,Windows
Asus,Gaming,8,2.73,0,7254,1,127.335674571231,Intel Core i5,0,128,Nvidia,Windows
Asus,2 in 1 Convertible,8,2.2,1,3029,0,100.454669861136,Intel Core i5,1000,0,Intel,Windows
Lenovo,Notebook,12,2.2,0,3889,0,141.211998082198,AMD Processor,0,512,AMD,Windows
Dell,2 in 1 Convertible,4,1.39,1,2471,0,135.094211192562,Other Intel Processor,0,128,Intel,Windows
Samsung,Notebook,16,2.5,0,6963,0,141.211998082198,Intel Core i7,0,128,Nvidia,Windows
Lenovo,Notebook,4,2.8,0,2168,0,127.335674571231,Intel Core i3,500,0,Intel,Others/No OS/Linux
Lenovo,Notebook,8,2.29,0,1881,0,100.454669861136,Intel Core i3,1000,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.37,1,8299,1,165.6321180513,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,8,1.7,0,6041,1,157.350512148735,Intel Core i5,0,256,Intel,Windows
Dell,2 in 1 Convertible,8,1.34,1,6844,0,176.232573606583,Intel Core i5,0,256,Intel,Windows
Dell,Workstation,8,2.06,1,7226,0,141.211998082198,Intel Core i7,0,256,Nvidia,Windows
HP,Notebook,8,1.84,0,4996,0,141.211998082198,Intel Core i7,0,256,Intel,Windows
HP,Notebook,4,2.1,0,2740,0,100.454669861136,Intel Core i3,500,0,Intel,Windows
Acer,Notebook,4,1.6,0,1348,0,157.350512148735,Other Intel Processor,0,0,Intel,Windows
MSI,Gaming,16,4.14,0,9013,0,127.335674571231,Intel Core i7,0,128,Nvidia,Windows
Dell,Notebook,4,2.18,0,1906,0,100.454669861136,Intel Core i3,1000,0,AMD,Others/No OS/Linux
MSI,Gaming,16,1.8,0,9422,0,282.423996164397,Intel Core i7,0,256,Nvidia,Windows
Toshiba,Notebook,8,2.2,0,5734,1,141.211998082198,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,6,2.4,0,2312,0,141.211998082198,Intel Core i5,1000,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,2.0,1,5324,1,141.211998082198,Intel Core i7,0,256,Intel,Windows
Acer,Notebook,4,1.6,0,1430,0,111.935203559552,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,32,2.5,0,20078,1,282.423996164397,Other Intel Processor,0,1000,Nvidia,Windows
Dell,Gaming,16,2.59,0,3603,0,141.211998082198,Intel Core i7,1000,0,Nvidia,Windows
Dell,Notebook,4,2.18,0,1819,0,100.454669861136,Intel Core i3,1000,0,Intel,Others/No OS/Linux
Dell,Notebook,4,2.25,0,1471,0,100.454669861136,Intel Core i3,1000,0,Intel,Others/No OS/Linux
Dell,Notebook,4,1.93,0,3562,0,100.454669861136,Intel Core i5,500,0,Intel,Others/No OS/Linux
Asus,Gaming,8,3.0,0,4787,0,127.335674571231,Intel Core i7,0,128,Nvidia,Windows
Dell,Notebook,4,2.18,0,2332,0,141.211998082198,Intel Core i5,0,128,AMD,Others/No OS/Linux
HP,Ultrabook,8,1.84,0,5693,0,141.211998082198,Intel Core i7,0,512,Intel,Windows
MSI,Gaming,16,2.94,0,9295,0,141.211998082198,Intel Core i7,0,256,Nvidia,Windows
Acer,2 in 1 Convertible,4,1.25,1,1553,1,135.094211192562,Other Intel Processor,0,0,Intel,Others/No OS/Linux
HP,Notebook,8,2.31,0,4607,0,111.935203559552,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,8,1.65,0,6004,0,157.350512148735,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,2.2,0,3180,0,141.211998082198,Intel Core i5,1000,0,AMD,Windows
Fujitsu,Notebook,8,2.2,0,3275,0,100.454669861136,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,1.88,0,3820,0,100.454669861136,Intel Core i5,500,0,Intel,Windows
Lenovo,Notebook,8,2.2,0,3685,0,141.211998082198,Intel Core i7,1000,0,Nvidia,Windows
Mediacom,Notebook,2,1.4,0,980,0,157.350512148735,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,4,2.2,0,1918,0,141.211998082198,Intel Core i5,0,128,Intel,Others/No OS/Linux
Asus,2 in 1 Convertible,6,1.5,1,2619,0,165.6321180513,Intel Core i5,1000,0,Intel,Windows
Dell,Notebook,8,2.0,0,7459,0,141.211998082198,Intel Core i7,0,256,Nvidia,Windows
Asus,Ultrabook,16,1.1,0,7787,0,157.350512148735,Intel Core i7,0,512,Intel,Windows
Dell,Gaming,16,2.62,0,6062,0,141.211998082198,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,4,1.8,0,3398,0,141.211998082198,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.2,0,2373,0,141.211998082198,Intel Core i3,1000,0,Nvidia,Windows
Asus,Notebook,8,2.0,0,1635,0,100.454669861136,Other Intel Processor,1000,0,Intel,Windows
Asus,Notebook,8,1.99,0,3716,0,141.211998082198,Intel Core i5,1000,0,Nvidia,Windows
Dell,Ultrabook,8,1.23,1,7660,0,276.053530085501,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,2,1.42,0,1021,0,111.935203559552,Other Intel Processor,0,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.37,1,7203,1,165.6321180513,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,16,2.06,1,9832,0,282.423996164397,Intel Core i7,0,1000,Nvidia,Windows
Lenovo,Gaming,8,2.5,0,4545,1,141.211998082198,Intel Core i7,0,128,Nvidia,Windows
HP,Notebook,8,2.6,0,2135,0,107.985645592269,AMD Processor,1000,0,AMD,Windows
Lenovo,Ultrabook,16,1.14,0,10041,1,157.350512148735,Intel Core i7,0,512,Intel,Windows
Asus,Gaming,8,2.5,0,4791,1,141.211998082198,Intel Core i7,1000,0,Nvidia,Others/No OS/Linux
Acer,Notebook,4,2.4,0,1844,0,100.454669861136,Intel Core i3,500,0,Intel,Windows
Lenovo,Notebook,4,1.43,0,1123,0,111.935203559552,Other Intel Processor,0,0,Intel,Windows
Acer,Ultrabook,8,1.8,0,3766,1,157.350512148735,Intel Core i5,0,256,Intel,Windows
Razer,Gaming,16,1.95,0,10652,0,157.350512148735,Intel Core i7,0,256,Nvidia,Windows
Toshiba,Notebook,8,1.2,0,4971,0,165.6321180513,Intel Core i5,0,256,Intel,Windows
Lenovo,Ultrabook,8,1.36,0,6492,1,176.232573606583,Intel Core i7,0,256,Intel,Windows
Asus,Gaming,32,3.8,0,11472,1,127.335674571231,Intel Core i7,0,512,Nvidia,Windows
Acer,Gaming,8,2.4,0,2906,0,141.211998082198,Intel Core i5,1000,0,Nvidia,Others/No OS/Linux
Dell,Ultrabook,8,1.2,0,5942,0,165.6321180513,Intel Core i5,0,256,Intel,Windows
MSI,Gaming,8,2.2,0,4885,0,141.211998082198,Intel Core i7,0,128,Nvidia,Windows
HP,Notebook,4,1.86,0,1496,0,100.454669861136,Intel Core i3,500,0,Intel,Others/No OS/Linux
Toshiba,Notebook,8,2.0,0,4361,1,141.211998082198,Intel Core i5,500,0,Intel,Windows
Dell,Notebook,8,2.2,0,3766,0,141.211998082198,Intel Core i7,0,256,AMD,Windows
Dell,Notebook,16,2.2,0,4652,0,141.211998082198,Intel Core i7,0,256,AMD,Windows
Lenovo,Gaming,8,3.31,0,4902,1,141.211998082198,Intel Core i7,0,128,Nvidia,Windows
Dell,Gaming,32,4.42,0,12899,1,254.671349142462,Intel Core i7,0,512,Nvidia,Windows
Dell,Notebook,8,1.56,0,5037,0,157.350512148735,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.2,0,1717,0,100.454669861136,Other Intel Processor,500,0,Intel,Windows
Lenovo,Notebook,4,2.2,0,2193,0,141.211998082198,Intel Core i5,500,0,Intel,Windows
HP,Notebook,6,2.04,0,2209,0,141.211998082198,Intel Core i3,1000,0,AMD,Windows
MSI,Gaming,8,2.7,0,6093,0,127.335674571231,Intel Core i7,0,128,Nvidia,Windows
Toshiba,Notebook,4,2.1,0,2041,0,100.454669861136,Intel Core i3,0,128,Intel,Windows
Dell,Notebook,8,2.06,0,3914,0,141.211998082198,Intel Core i5,1000,0,Intel,Windows
HP,Notebook,8,2.1,0,3053,0,141.211998082198,Intel Core i7,1000,0,AMD,Windows
Toshiba,Notebook,8,2.0,0,5156,1,141.211998082198,Intel Core i5,0,256,Intel,Windows
Acer,Notebook,4,2.1,0,1689,0,100.454669861136,Intel Core i3,0,128,Intel,Others/No OS/Linux
Microsoft,Ultrabook,8,1.252,1,7655,0,200.842559936957,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,8,1.9,0,3352,0,141.211998082198,Intel Core i5,0,128,AMD,Windows
Lenovo,2 in 1 Convertible,8,1.3,1,4238,1,165.6321180513,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.2,0,1430,0,100.454669861136,AMD Processor,0,128,AMD,Windows
HP,2 in 1 Convertible,4,1.63,1,2865,1,157.350512148735,Intel Core i3,0,128,Nvidia,Windows
MSI,Gaming,16,2.4,0,5303,0,141.211998082198,Intel Core i7,0,256,Nvidia,Windows
Asus,Ultrabook,8,1.1,0,4652,0,157.350512148735,Intel Core i5,0,256,Intel,Windows
HP,2 in 1 Convertible,8,1.4,1,2029,0,135.094211192562,Other Intel Processor,0,0,Intel,Others/No OS/Linux
LG,Ultrabook,8,1.09,0,9422,1,141.211998082198,Intel Core i7,0,512,Intel,Windows
Acer,Gaming,16,2.5,0,5324,0,141.211998082198,Intel Core i5,0,256,Nvidia,Windows
MSI,Gaming,8,2.2,0,4090,0,141.211998082198,Intel Core i5,0,256,Nvidia,Windows
Asus,Notebook,4,1.86,0,1717,0,100.454669861136,Other Intel Processor,0,128,Intel,Windows
Dell,Gaming,16,3.21,0,8406,0,141.211998082198,Intel Core i5,0,128,Nvidia,Windows
HP,Notebook,4,2.5,0,2865,1,127.335674571231,Intel Core i3,0,256,AMD,Windows
Lenovo,2 in 1 Convertible,8,1.19,1,6144,1,165.6321180513,Intel Core i7,0,512,Intel,Windows
Dell,Gaming,16,3.49,0,11532,0,141.211998082198,Intel Core i7,0,256,Nvidia,Windows
HP,Notebook,4,1.86,0,2511,0,100.454669861136,Intel Core i5,500,0,AMD,Windows
Dell,Notebook,4,2.2,0,2236,0,100.454669861136,Intel Core i3,1000,0,AMD,Windows
HP,Notebook,6,2.65,0,2332,1,127.335674571231,AMD Processor,2000,0,AMD,Windows
Lenovo,Notebook,4,2.1,0,1303,0,100.454669861136,Other Intel Processor,500,0,Intel,Windows
Acer,Notebook,4,1.45,0,1537,0,111.935203559552,Other Intel Processor,0,0,Intel,Others/No OS/Linux
Lenovo,Notebook,4,1.7,0,2865,0,157.350512148735,Intel Core i5,0,256,Intel,Windows
HP,Workstation,8,3.14,0,7820,0,127.335674571231,Intel Core i7,500,0,Nvidia,Windows
Lenovo,2 in 1 Convertible,8,1.42,1,10615,0,209.80068286498,Intel Core i7,0,256,Intel,Windows
Toshiba,Notebook,8,1.5,0,3988,1,165.6321180513,Intel Core i5,0,256,Intel,Windows
Acer,Netbook,4,1.4,0,1102,0,135.094211192562,Other Intel Processor,0,0,Intel,Windows
Lenovo,2 in 1 Convertible,16,1.38,1,7168,0,157.350512148735,Intel Core i7,0,512,Intel,Windows
Asus,2 in 1 Convertible,4,1.2,1,2742,0,176.232573606583,Other Intel Processor,0,0,Intel,Others/No OS/Linux
Toshiba,Ultrabook,16,1.36,1,7693,0,165.6321180513,Intel Core i7,0,512,Intel,Windows
HP,Notebook,4,2.1,0,2824,1,141.211998082198,Intel Core i7,500,0,AMD,Windows
Dell,Gaming,8,2.56,0,3357,0,141.211998082198,Intel Core i5,1000,0,Nvidia,Windows
Lenovo,Notebook,4,2.2,0,1635,0,141.211998082198,AMD Processor,0,256,AMD,Windows
Lenovo,Notebook,8,2.2,0,1758,0,100.454669861136,AMD Processor,1000,0,AMD,Windows
Lenovo,Notebook,4,2.1,0,2547,0,141.211998082198,Intel Core i5,1000,0,Intel,Windows
Lenovo,Notebook,4,1.9,0,1844,0,100.454669861136,Intel Core i3,500,0,Intel,Others/No OS/Linux
Dell,Notebook,8,2.18,0,3258,0,141.211998082198,Intel Core i5,0,256,Intel,Windows
Acer,2 in 1 Convertible,8,1.6,1,4094,1,165.6321180513,Intel Core i5,0,256,Intel,Windows
Lenovo,Workstation,16,2.18,0,7603,0,141.211998082198,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Notebook,8,1.8,0,4881,0,157.350512148735,Intel Core i5,0,256,Intel,Windows
HP,Notebook,6,2.71,0,2685,1,127.335674571231,AMD Processor,2000,0,AMD,Windows
Lenovo,Gaming,8,2.5,0,5119,1,141.211998082198,Intel Core i7,0,128,Nvidia,Windows
Dell,Notebook,8,1.64,0,4463,0,157.350512148735,Intel Core i5,0,256,Nvidia,Others/No OS/Linux
Dell,Notebook,8,1.98,0,2975,0,141.211998082198,Intel Core i5,1000,0,Intel,Others/No OS/Linux
Asus,Notebook,4,1.5,0,1221,0,157.350512148735,Other Intel Processor,0,0,Intel,Windows
Dell,Notebook,16,1.93,0,5847,0,141.211998082198,Intel Core i5,0,512,Intel,Windows
Lenovo,Notebook,8,1.87,0,3513,1,157.350512148735,Intel Core i5,0,256,Nvidia,Windows
Dell,Notebook,8,1.9,0,4832,0,141.211998082198,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.19,0,1221,0,100.454669861136,AMD Processor,500,0,AMD,Windows
Mediacom,Notebook,4,1.4,0,1086,1,161.725390835256,Other Intel Processor,32,0,Intel,Windows
HP,Notebook,8,2.63,0,4918,0,127.335674571231,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Ultrabook,8,1.17,0,6913,1,209.80068286498,Intel Core i7,0,512,Intel,Windows
HP,2 in 1 Convertible,8,1.58,1,3429,1,117.826530062686,Intel Core i5,0,256,Intel,Windows
Lenovo,Ultrabook,8,1.32,0,6144,1,157.350512148735,Intel Core i5,0,256,Intel,Windows
Dell,Gaming,32,4.36,0,14998,0,254.671349142462,Intel Core i7,0,1000,Nvidia,Windows
MSI,Gaming,8,2.7,0,5527,0,127.335674571231,Intel Core i7,0,128,Nvidia,Windows
Lenovo,Notebook,4,1.9,0,2008,0,100.454669861136,Intel Core i5,1000,0,Intel,Others/No OS/Linux
Dell,Notebook,8,2.2,0,2947,0,141.211998082198,Intel Core i5,0,128,AMD,Windows
Dell,2 in 1 Convertible,4,1.71,1,2660,0,165.6321180513,Intel Core i3,1000,0,Intel,Windows
Dell,Notebook,8,2.32,0,2416,0,100.454669861136,Intel Core i5,1000,0,AMD,Others/No OS/Linux
HP,Notebook,4,2.1,0,2004,0,141.211998082198,AMD Processor,1000,0,AMD,Windows
Acer,Gaming,16,4.2,0,7931,1,127.335674571231,Intel Core i7,0,128,Nvidia,Windows
Dell,Notebook,12,2.25,0,2660,0,100.454669861136,Intel Core i5,1000,0,Intel,Windows
HP,Notebook,6,2.1,0,2664,0,141.211998082198,AMD Processor,0,128,AMD,Windows
Acer,Notebook,4,2.4,0,2291,0,100.454669861136,Intel Core i5,500,0,Intel,Windows
Lenovo,Notebook,8,1.44,0,3935,1,165.6321180513,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,1.85,0,3193,0,141.211998082198,Intel Core i7,1000,0,Intel,Windows
HP,Workstation,16,2.6,0,9914,0,141.211998082198,Intel Core i7,0,256,Nvidia,Windows
Dell,2 in 1 Convertible,8,1.55,1,2701,0,165.6321180513,Intel Core i5,1000,0,Intel,Windows
MSI,Gaming,16,1.8,0,8584,0,141.211998082198,Intel Core i7,0,256,Nvidia,Windows
Acer,Notebook,4,2.4,0,1684,0,100.454669861136,Intel Core i3,500,0,Intel,Windows
Dell,Notebook,8,2.0,0,4947,0,141.211998082198,Intel Core i7,0,128,Nvidia,Windows
Dell,Notebook,8,2.0,0,2725,0,100.454669861136,Intel Core i3,0,256,Intel,Windows
Toshiba,Notebook,8,1.25,1,6291,1,157.350512148735,Intel Core i5,0,256,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.7,1,4094,0,157.350512148735,Intel Core i5,0,256,Intel,Windows
Lenovo,Workstation,16,2.5,0,13521,1,282.423996164397,Intel Core i7,0,1000,Nvidia,Windows
Acer,Notebook,2,1.68,0,1352,0,111.935203559552,Other Intel Processor,0,0,Intel,Others/No OS/Linux
Samsung,Ultrabook,16,0.81,0,6758,0,165.6321180513,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,1.86,0,2209,0,141.211998082198,Intel Core i3,0,256,Intel,Windows
Dell,Notebook,8,1.6,0,4618,0,111.935203559552,Intel Core i5,0,256,Intel,Windows
HP,Workstation,16,3.0,0,17988,1,127.335674571231,Other Intel Processor,0,256,Nvidia,Windows
Lenovo,Netbook,4,1.4,1,1947,0,135.094211192562,Other Intel Processor,0,128,Intel,Windows
HP,Notebook,8,1.84,0,7787,0,141.211998082198,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,4,2.45,0,2373,0,100.454669861136,Intel Core i5,1000,0,Nvidia,Others/No OS/Linux
Lenovo,Ultrabook,4,1.7,0,4492,0,157.350512148735,Intel Core i5,0,180,Intel,Windows
Asus,Notebook,4,2.37,0,3483,0,100.454669861136,Intel Core i7,0,256,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.3,1,4914,1,276.053530085501,Intel Core i5,0,256,Intel,Windows
HP,Notebook,8,2.2,0,4504,1,141.211998082198,Intel Core i5,0,128,Nvidia,Windows
HP,Workstation,8,2.59,0,6398,0,141.211998082198,Intel Core i7,0,256,Nvidia,Windows
Dell,Gaming,16,4.42,0,11758,1,282.423996164397,Intel Core i7,0,256,Nvidia,Windows
Acer,Notebook,4,2.1,0,2455,0,100.454669861136,Intel Core i5,0,256,Intel,Windows
Lenovo,Gaming,8,2.5,0,4295,1,141.211998082198,Intel Core i7,0,128,Nvidia,Windows
Dell,Ultrabook,16,1.18,0,7619,0,176.232573606583,Intel Core i7,0,256,Intel,Windows
Google,Ultrabook,8,1.1,1,6390,0,234.507400030178,Intel Core i5,0,256,Intel,Others/No OS/Linux
Asus,Ultrabook,8,1.2,0,4627,1,276.053530085501,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,1.65,0,3480,0,117.826530062686,Intel Core i3,500,0,Intel,Windows
Acer,Notebook,4,1.6,0,2684,0,117.826530062686,Intel Core i5,0,128,Intel,Windows
Asus,Notebook,4,2.8,0,1928,0,90.583401724493,Other Intel Processor,1000,0,Nvidia,Windows
Dell,Gaming,16,2.72,1,4504,1,282.423996164397,Intel Core i7,0,128,Nvidia,Windows
Samsung,Ultrabook,8,1.31,1,6553,0,165.6321180513,Intel Core i7,0,256,Intel,Windows
Acer,Notebook,4,2.1,0,1221,0,100.454669861136,Other Intel Processor,1000,0,Intel,Others/No OS/Linux
Dell,Notebook,16,2.3,0,4841,0,141.211998082198,Intel Core i7,0,256,AMD,Windows
Samsung,2 in 1 Convertible,16,1.71,1,7373,0,146.860478005486,Intel Core i7,0,256,AMD,Windows
Toshiba,Notebook,4,1.75,0,4180,1,111.935203559552,Intel Core i5,0,128,Intel,Windows
Dell,Gaming,8,2.62,0,4504,0,141.211998082198,Intel Core i7,1000,0,Nvidia,Windows
HP,Ultrabook,4,1.26,0,5098,0,125.367427986698,Intel Core i5,0,256,Intel,Windows
Asus,2 in 1 Convertible,12,2.3,1,3439,0,141.211998082198,Intel Core i7,2000,0,Nvidia,Windows
Lenovo,Notebook,16,2.5,0,9713,0,282.423996164397,Intel Core i7,0,512,Nvidia,Windows
Acer,Notebook,4,1.8,0,2607,1,157.350512148735,Intel Core i3,0,128,Intel,Windows
Razer,Gaming,16,1.95,0,11881,0,157.350512148735,Intel Core i7,0,512,Nvidia,Windows
Asus,Notebook,8,2.0,0,2385,0,141.211998082198,Other Intel Processor,0,128,Intel,Windows
Dell,Gaming,32,4.42,0,14709,1,127.335674571231,Intel Core i7,0,1000,Nvidia,Windows
Asus,Gaming,16,4.3,0,9631,1,127.335674571231,Intel Core i7,0,256,Nvidia,Windows
Toshiba,Ultrabook,16,1.47,0,7230,1,157.350512148735,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Notebook,8,2.2,0,1348,0,100.454669861136,Other Intel Processor,1000,0,Intel,Others/No OS/Linux
Lenovo,Ultrabook,16,1.7,0,9422,0,157.350512148735,Intel Core i7,0,512,Intel,Windows
MSI,Gaming,16,1.6,0,7750,1,157.350512148735,Intel Core i7,0,256,Nvidia,Windows
MSI,Gaming,8,2.2,0,4463,0,141.211998082198,Intel Core i5,0,128,Nvidia,Windows
Lenovo,Gaming,4,2.4,0,4094,1,141.211998082198,Intel Core i7,1000,0,Nvidia,Windows
Acer,Gaming,16,4.2,0,9422,1,127.335674571231,Intel Core i7,0,256,Nvidia,Windows
Dell,Gaming,8,2.62,0,4037,0,141.211998082198,Intel Core i5,0,256,Nvidia,Windows
Asus,Gaming,8,2.24,0,5488,0,141.211998082198,Intel Core i7,0,128,Nvidia,Windows
Vero,Notebook,4,1.22,0,832,0,157.350512148735,Other Intel Processor,0,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.37,1,8074,1,165.6321180513,Intel Core i7,0,512,Intel,Windows
Lenovo,2 in 1 Convertible,8,2.08,1,3930,0,141.211998082198,Intel Core i5,0,256,AMD,Windows
Apple,Ultrabook,8,0.92,0,4775,1,226.415547169358,Other Intel Processor,0,0,Intel,Mac
Lenovo,2 in 1 Convertible,8,1.42,1,9549,1,209.80068286498,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,4,1.63,0,1225,0,111.935203559552,Other Intel Processor,0,0,Intel,Windows
Dell,Notebook,8,1.95,0,3320,0,100.454669861136,Intel Core i5,0,128,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.38,1,5529,1,158.482530221748,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,8,2.0,0,3029,0,141.211998082198,Intel Core i3,0,256,AMD,Windows
HP,Workstation,8,3.14,0,8463,0,141.211998082198,Intel Core i7,0,256,Nvidia,Windows
